center,left,left_URL,left1,left_URL2,left3,left_URL4,left5,right,right6,right7,right8,right9,right10,right11,right12,right13
43,Scott Martin (college),https://www.sports-reference.com/cbb/players/scott-martin-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=notredame,Notre Dame,,,,56,72,47,29,36,26
44,Senario Hillman (college),https://www.sports-reference.com/cbb/players/senario-hillman-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=alabama,Alabama,,,,40,40,49,42,68,66
45,Mac Koshwal (college),https://www.basketball-reference.com/players/k/koshwma01.html,Mac Koshwal,https://www.sports-reference.com/cbb/players/mac-koshwal-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=depaul,DePaul,,,,36,18,28,28,58,78
46,James Johnson (college),https://www.basketball-reference.com/players/j/johnsja01.html,James Johnson,https://www.sports-reference.com/cbb/players/james-johnson-2.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=wake,Wake Forest,2010,2020,24.6,44,60,43,44,57,52
47,JaJuan Johnson (college),https://www.basketball-reference.com/players/j/johnsja02.html,JaJuan Johnson,https://www.sports-reference.com/cbb/players/jajuan-johnson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=purdue,Purdue,2012,2012,0.2,95,41,52,47,52,37
48,Jeff Robinson (college),https://www.sports-reference.com/cbb/players/jeff-robinson-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=setonhall,Seton Hall,,,,41,36,53,43,100,63
49,Matthew Bryan-Amaning (college),https://www.sports-reference.com/cbb/players/matthew-bryan-amaning-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=washington,Washington,,,,33,47,59,67,37,44
50,Scoop Jardine (college),https://www.basketball-reference.com/players/j/jardisc01.html,Scoop Jardine,https://www.sports-reference.com/cbb/players/scoop-jardine-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,,,,38,51,56,75,63,79
51,Craig Brackins (college),https://www.basketball-reference.com/players/b/brackcr01.html,Craig Brackins,https://www.sports-reference.com/cbb/players/craig-brackins-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=iowast,Iowa State,2011,2012,-0.2,,20,44,40,64,48
52,Evan Turner (college),https://www.basketball-reference.com/players/t/turneev01.html,Evan Turner,https://www.sports-reference.com/cbb/players/evan-turner-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ohiost,Ohio State,2011,2020,20.2,,48,62,59,45,58
53,Alex Tyus (college),https://www.sports-reference.com/cbb/players/alex-tyus-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=florida,Florida,,,,,49,40,68,34,42
54,Rico Pickett (college),https://www.sports-reference.com/cbb/players/rico-pickett-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=manhattan,Manhattan College,,,,34,67,66,72,84,69
55,Jeff Teague (college),https://www.basketball-reference.com/players/t/teaguje01.html,Jeff Teague,https://www.sports-reference.com/cbb/players/jeff-teague-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=wake,Wake Forest,2010,2020,50.8,79,55,57,46,61,81
56,Chris Wright (college),https://www.basketball-reference.com/players/w/wrighch01.html,Chris Wright,https://www.sports-reference.com/cbb/players/chris-wright-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=dayton,Dayton,2012,2014,0.9,76,82,68,49,53,53
57,Jon Diebler (college),https://www.basketball-reference.com/players/d/diebljo01.html,Jon Diebler,https://www.sports-reference.com/cbb/players/jon-diebler-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ohiost,Ohio State,,,,96,58,60,65,89,51
58,Anthony McClain (college),https://www.sports-reference.com/cbb/players/anthony-mcclain-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=cincy,Cincinnati,,,,,54,55,54,56,45
59,Chace Stanback (college),https://www.basketball-reference.com/players/s/stanbch01.html,Chace Stanback,https://www.sports-reference.com/cbb/players/chace-stanback-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=unlv,UNLV,,,,,65,64,64,69,59
RSCI,,,,,,,,,,,,,,,,
60,Rick Jackson (college),https://www.basketball-reference.com/players/j/jacksri01.html,Rick Jackson,https://www.sports-reference.com/cbb/players/rick-jackson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,,,,43,97,65,58,73,90
61,Robbie Hummel (college),https://www.basketball-reference.com/players/h/hummero01.html,Robbie Hummel,https://www.sports-reference.com/cbb/players/robbie-hummel-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=purdue,Purdue,2014,2015,1.9,72,71,63,51,88,62
62,Marcus Morris (college),https://www.basketball-reference.com/players/m/morrima03.html,Marcus Morris,https://www.sports-reference.com/cbb/players/marcus-morris-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,2012,2020,30.4,46,,51,31,,
63,Tyrel Reed (college),https://www.sports-reference.com/cbb/players/tyrel-reed-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,,,,45,,83,84,48,49
64,Tracy Smith (college),https://www.sports-reference.com/cbb/players/tracy-smith-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ncstate,NC State,,,,,46,54,70,41,85
65,Demetri McCamey (college),https://www.sports-reference.com/cbb/players/demetri-mccamey-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=illinois,Illinois,,,,65,68,77,71,77,84
66,Jeff Jones (college),https://www.sports-reference.com/cbb/players/jeff-jones-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=virginia,Virginia,,,,,76,72,85,62,50
T66,Rakim Sanders (college),https://www.sports-reference.com/cbb/players/rakim-sanders-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=fairfield,Fairfield,,,,78,,,86,50,47
68,Corey Chandler (college),https://www.sports-reference.com/cbb/players/corey-chandler-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=rutgers,Rutgers University,,,,30,62,74,82,92,
69,Braxton Dupree (college),https://www.sports-reference.com/cbb/players/braxton-dupree-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=towson,Towson University,,,,61,,70,90,70,60
T69,Bill Walker (college),https://www.basketball-reference.com/players/w/walkebi01.html,Bill Walker,https://www.sports-reference.com/cbb/players/bill-walker-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansasst,Kansas State,2009,2015,5.0,,7,,7,,
71,Dorenzo Hudson (college),https://www.sports-reference.com/cbb/players/dorenzo-hudson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=vatech,Virginia Tech,,,,88,,76,74,59,70
72,Eddie Rios (college),https://www.sports-reference.com/cbb/players/eddie-rios-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=swtexas,Texas State University,,,,63,,69,97,44,
73,Julian Vaughn (college),https://www.sports-reference.com/cbb/players/julian-vaughn-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=georgetown,Georgetown,,,,50,,81,77,54,68
74,Malcolm Delaney (college),https://www.basketball-reference.com/players/d/delanma01.html,Malcolm Delaney,https://www.sports-reference.com/cbb/players/malcolm-delaney-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=vatech,Virginia Tech,2017,2018,1.1,91,83,88,83,49,88
75,Dallas Lauderdale (college),https://www.sports-reference.com/cbb/players/dallas-lauderdale-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ohiost,Ohio State,,,,,,,93,38,38
76,Jason Henry (college),https://www.sports-reference.com/cbb/players/jason-henry-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=arkansas,Arkansas,,,,,52,58,60,,83
77,Gus Gilchrist (college),https://www.sports-reference.com/cbb/players/augustus-gilchrist-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=sflorida,South Florida,,,,,,,55,43,56
78,Dominique Sutton (college),https://www.sports-reference.com/cbb/players/dominique-sutton-1.html,(college),,,,,,,,,99,71,50,66,74
79,Beas Hamga (college),https://www.sports-reference.com/cbb/players/beas-hamga-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=uab,University of Alabama at Birmingham,,,,,26,38,,95,
RSCI,,,,,,,,,,,,,,,,
80,Jeremy Price (college),https://www.sports-reference.com/cbb/players/jeremy-price-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=georgia,Georgia,,,,,75,84,,74,72
T80,Justin Burrell (college),https://www.sports-reference.com/cbb/players/justin-burrell-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=stjohns,St. John's,,,,,50,50,,87,75
82,Clint Chapman (college),https://www.basketball-reference.com/players/c/chapmcl01.html,Clint Chapman,https://www.sports-reference.com/cbb/players/clint-chapman-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=texas,Texas,,,,71,69,73,94,,
83,Jeff Allen (college),https://www.sports-reference.com/cbb/players/jeff-allen-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=vatech,Virginia Tech,,,,,73,67,,67,61
84,George Goode (college),https://www.sports-reference.com/cbb/players/george-goode-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=fairldick,Fairleigh Dickinson University,,,,,95,80,76,76,99
85,Jeff Brooks (college),https://www.sports-reference.com/cbb/players/jeff-brooks-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=pennst,Penn State,,,,,,75,66,,57
86,Ravern Johnson (college),https://www.sports-reference.com/cbb/players/ravern-johnson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=missst,Mississippi State,,,,74,,89,80,,94
87,Maurice Miller (college),https://www.sports-reference.com/cbb/players/maurice-miller-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=gatech,Georgia Tech,,,,83,92,95,,80,87
88,Jon Leuer (college),https://www.basketball-reference.com/players/l/leuerjo01.html,Jon Leuer,https://www.sports-reference.com/cbb/players/jon-leuer-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=wisconsin,Wisconsin,2012,2019,13.2,,77,85,89,91,73
89,Brad Wanamaker (college),https://www.basketball-reference.com/players/w/wanambr01.html,Brad Wanamaker,https://www.sports-reference.com/cbb/players/brad-wanamaker-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=pitt,Pitt,2019,2020,4.5,49,88,97,73,,
90,Eli Holman (college),https://www.sports-reference.com/cbb/players/eli-holman-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=detroit,Detroit Mercy,,,,66,80,92,78,,
91,Trevor Mbakwe (college),https://www.basketball-reference.com/players/m/mbakwtr01.html,Trevor Mbakwe,https://www.sports-reference.com/cbb/players/trevor-mbakwe-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=minnesota,Minnesota,,,,90,,,,71,86
92,Markieff Morris (college),https://www.basketball-reference.com/players/m/morrima02.html,Markieff Morris,https://www.sports-reference.com/cbb/players/markieff-morris-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,2012,2020,25.2,,,,62,,
93,Brandon McGee (college),https://www.sports-reference.com/cbb/players/brandon-mcgee-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=georgiast,Georgia State University,,,,64,,90,92,,
94,Martavius Adams (college),https://www.sports-reference.com/cbb/players/martavius-adams-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=longwood,Longwood University,,,,,87,87,91,,
95,Darnell Gant (college),https://www.sports-reference.com/cbb/players/darnell-gant-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=washington,Washington,,,,,93,,,78,77
96,Mike Holmes (college),https://www.sports-reference.com/cbb/players/mike-holmes-1.html,(college),,,,,,,,,,,87,75,65
97,Mamadou Diarra (college),https://www.sports-reference.com/cbb/players/mamadou-diarra-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=usc,USC,,,,,66,61,,,
98,Tyrone Shelley (college),https://www.sports-reference.com/cbb/players/tyrone-shelley-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=sandiegost,San Diego State,,,,75,64,,,,
99,Leonard Washington (college),https://www.sports-reference.com/cbb/players/leonard-washington-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=wyoming,Wyoming,,,,70,,,,,
RSCI,,,,,,,,,,,,,,,,
100,Steven Gray (college),https://www.sports-reference.com/cbb/players/steven-gray-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=gonzaga,Gonzaga,,,,,61,,,,
