center,left,left_URL,left1,left_URL2,left3,left_URL4,left5,right,right6,right7,right8,right9,right10,right11,right12,right13
24,Dexter Strickland (college),https://www.basketball-reference.com/players/s/stricde01.html,Dexter Strickland,https://www.sports-reference.com/cbb/players/dexter-strickland-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=unc,UNC,,,,33,34,30,34,20,27
25,Elijah Johnson (college),https://www.basketball-reference.com/players/j/johnsel01.html,Elijah Johnson,https://www.sports-reference.com/cbb/players/elijah-johnson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,,,,29,24,27,18,27,28
26,Lorenzo Brown (college),https://www.basketball-reference.com/players/b/brownlo01.html,Lorenzo Brown,https://www.sports-reference.com/cbb/players/lorenzo-brown-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ncstate,NC State,2014,2019,-0.2,28,37,43,25,24,29
27,Peyton Siva (college),https://www.basketball-reference.com/players/s/sivape01.html,Peyton Siva,https://www.sports-reference.com/cbb/players/peyton-siva-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=louisville,Louisville,2014,2014,-0.2,38,39,39,29,29,25
28,Thomas Robinson (college),https://www.basketball-reference.com/players/r/robinth01.html,Thomas Robinson,https://www.sports-reference.com/cbb/players/thomas-robinson-2.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,2013,2017,4.6,24,31,28,27,36,40
29,John Jenkins (college),https://www.basketball-reference.com/players/j/jenkijo01.html,John Jenkins,https://www.sports-reference.com/cbb/players/john-jenkins-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=vandy,Vanderbilt,2013,2019,3.0,40,15,44,40,52,21
30,Tommy Mason-Griffin (college),https://www.sports-reference.com/cbb/players/tommy-mason-griffin-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=oklahoma,Oklahoma,,,,27,46,23,22,33,24
31,Royce White (college),https://www.basketball-reference.com/players/w/whitero03.html,Royce White,https://www.sports-reference.com/cbb/players/royce-white-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=iowast,Iowa State,2014,2014,0.0,32,19,31,38,49,35
32,Tyler Honeycutt (college),https://www.basketball-reference.com/players/h/honeyty01.html,Tyler Honeycutt,https://www.sports-reference.com/cbb/players/tyler-honeycutt-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ucla,UCLA,2012,2013,-0.1,21,28,21,39,51,51
33,Durand Scott (college),https://www.basketball-reference.com/players/s/scottdu01.html,Durand Scott,https://www.sports-reference.com/cbb/players/durand-scott-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=miamifl,Miami (FL),,,,25,33,22,48,46,43
34,Mfon Udofia (college),https://www.sports-reference.com/cbb/players/mfon-udofia-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=gatech,Georgia Tech,,,,36,32,41,56,39,48
35,D.J. Richardson (college),https://www.sports-reference.com/cbb/players/dj-richardson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=illinois,Illinois,,,,42,38,40,45,38,46
36,Aaric Murray (college),https://www.sports-reference.com/cbb/players/aaric-murray-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=txsouth,Texas Southern,,,,31,35,29,35,40,59
37,David Wear (college),https://www.basketball-reference.com/players/w/wearda01.html,David Wear,https://www.sports-reference.com/cbb/players/david-wear-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ucla,UCLA,2015,2015,0.0,54,59,50,36,34,36
38,Travis Wear (college),https://www.basketball-reference.com/players/w/weartr01.html,Travis Wear,https://www.sports-reference.com/cbb/players/travis-wear-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ucla,UCLA,2015,2018,-0.1,55,60,55,31,31,37
39,Ari Stewart (college),https://www.sports-reference.com/cbb/players/ari-stewart-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=usc,USC,,,,43,52,54,33,32,52
RSCI,,,,,,,,,,,,,,,,
40,Jamil Wilson (college),https://www.basketball-reference.com/players/w/wilsoja02.html,Jamil Wilson,https://www.sports-reference.com/cbb/players/jamil-wilson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=marquette,Marquette,2018,2018,0.5,30,94,37,23,45,31
41,Nolan Dennis (college),https://www.sports-reference.com/cbb/players/nolan-dennis-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=baylor,Baylor,,,,61,58,63,24,28,44
42,Noel Johnson (college),https://www.sports-reference.com/cbb/players/noel-johnson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=auburn,Auburn,,,,56,53,52,46,48,30
43,Erik Murphy (college),https://www.basketball-reference.com/players/m/murpher01.html,Erik Murphy,https://www.sports-reference.com/cbb/players/erik-murphy-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=florida,Florida,2014,2014,-0.1,51,79,56,50,44,38
44,Leslie McDonald (college),https://www.sports-reference.com/cbb/players/leslie-mcdonald-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=unc,UNC,,,,52,65,76,57,37,32
45,Christian Watford (college),https://www.basketball-reference.com/players/w/watfoch01.html,Christian Watford,https://www.sports-reference.com/cbb/players/christian-watford-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=indiana,Indiana,,,,47,41,53,59,81,34
46,Rodney Williams (college),https://www.basketball-reference.com/players/w/williro03.html,Rodney Williams,https://www.sports-reference.com/cbb/players/rodney-williams-3.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=minnesota,Minnesota,,,,34,100,34,44,58,42
47,Junior Cadougan (college),https://www.basketball-reference.com/players/c/cadouju01.html,Junior Cadougan,https://www.sports-reference.com/cbb/players/junior-cadougan-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=marquette,Marquette,,,,53,73,45,49,41,76
48,Kawhi Leonard (college),https://www.basketball-reference.com/players/l/leonaka01.html,Kawhi Leonard,https://www.sports-reference.com/cbb/players/kawhi-leonard-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=sandiegost,San Diego State,2012,2020,74.5,70,48,48,64,55,56
49,Brandon Paul (college),https://www.basketball-reference.com/players/p/paulbr01.html,Brandon Paul,https://www.sports-reference.com/cbb/players/brandon-paul-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=illinois,Illinois,2018,2018,0.5,57,42,51,47,35,87
50,Jamal Coombs-McDaniel (college),https://www.sports-reference.com/cbb/players/jamal-coombs-mcdaniel-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=uconn,UConn,,,,59,50,46,63,,33
51,Ray Penn (college),https://www.sports-reference.com/cbb/players/ray-penn-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=txsouth,Texas Southern,,,,,44,35,41,25,57
52,Eric Bledsoe (college),https://www.basketball-reference.com/players/b/bledser01.html,Eric Bledsoe,https://www.sports-reference.com/cbb/players/eric-bledsoe-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kentucky,Kentucky,2011,2020,42.4,37,23,33,37,69,
53,Kyryl Natyazhko (college),https://www.sports-reference.com/cbb/players/kyryl-natyazhko-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=arizona,Arizona,,,,48,81,70,28,47,39
54,Rakeem Buckles (college),https://www.sports-reference.com/cbb/players/rakeem-buckles-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=flinternat,Florida International University,,,,67,36,77,43,65,78
55,Shawn Williams (college),https://www.sports-reference.com/cbb/players/shawn-williams-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=smethodist,SMU,,,,46,67,64,86,63,53
56,Solomon Hill (college),https://www.basketball-reference.com/players/h/hillso01.html,Solomon Hill,https://www.sports-reference.com/cbb/players/solomon-hill-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=arizona,Arizona,2014,2020,10.7,58,27,47,62,97,54
57,Mike Moser (college),https://www.sports-reference.com/cbb/players/mike-moser-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=oregon,Oregon,,,,39,92,72,60,75,55
58,Maurice Creek (college),https://www.sports-reference.com/cbb/players/maurice-creek-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=georgewash,George Washington,,,,41,56,62,42,83,71
59,Terrell Vinson (college),https://www.sports-reference.com/cbb/players/terrell-vinson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=umass,UMass,,,,80,90,90,77,50,49
RSCI,,,,,,,,,,,,,,,,
60,Richard Howell (college),https://www.basketball-reference.com/players/h/howelri01.html,Richard Howell,https://www.sports-reference.com/cbb/players/richard-howell-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ncstate,NC State,,,,64,61,60,,74,65
61,Zeke Marshall (college),https://www.basketball-reference.com/players/m/marshze01.html,Zeke Marshall,https://www.sports-reference.com/cbb/players/zeke-marshall-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=akron,University of Akron,,,,35,43,42,92,89,61
62,Kenny Hall (college),https://www.sports-reference.com/cbb/players/kenny-hall-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=tennessee,Tennessee,,,,49,74,97,90,61,62
63,Karron Johnson,,,,,,,,,,71,57,67,85,43,50
64,Jon Hood (college),https://www.sports-reference.com/cbb/players/jon-hood-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=kentucky,Kentucky,,,,45,40,69,79,93,92
65,Brendan Lane (college),https://www.sports-reference.com/cbb/players/brendan-lane-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=pepperdine,Pepperdine,,,,72,49,80,69,,69
66,Isaiah Armwood (college),https://www.sports-reference.com/cbb/players/isaiah-armwood-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=georgewash,George Washington,,,,81,62,75,,62,41
67,Erik Williams (college),https://www.sports-reference.com/cbb/players/erik-williams-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=samhouston,Sam Houston State University,,,,90,,49,52,42,95
T67,Tristan Spurlock (college),https://www.sports-reference.com/cbb/players/tristan-spurlock-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=cflorida,Central Florida,,,,87,91,87,54,56,80
69,Roberto Nelson (college),https://www.sports-reference.com/cbb/players/roberto-nelson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=oregonst,Oregon State,,,,86,78,36,,60,73
70,Reginald Buckner (college),https://www.sports-reference.com/cbb/players/reginald-buckner-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=olemiss,Ole Miss,,,,78,29,66,75,,
71,Roger Franklin (college),https://www.sports-reference.com/cbb/players/roger-franklin-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ntexas,University of North Texas,,,,74,98,68,,70,81
72,Marshawn Powell (college),https://www.sports-reference.com/cbb/players/marshawn-powell-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=arkansas,Arkansas,,,,62,72,78,,84,67
73,Jeronne Maymon (college),https://www.sports-reference.com/cbb/players/jeronne-maymon-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=tennessee,Tennessee,,,,84,47,71,,,79
74,Lakeem Jackson (college),https://www.sports-reference.com/cbb/players/lakeem-jackson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=scarolina,South Carolina,,,,66,,89,58,66,93
T74,Jordan Hulls (college),https://www.sports-reference.com/cbb/players/jordan-hulls-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=indiana,Indiana,,,,50,,59,55,88,
76,Hollis Thompson (college),https://www.basketball-reference.com/players/t/thompho01.html,Hollis Thompson,https://www.sports-reference.com/cbb/players/hollis-thompson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=georgetown,Georgetown,2014,2017,6.5,44,63,32,,,
77,Dalton Pepper (college),https://www.sports-reference.com/cbb/players/dalton-pepper-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=temple,Temple,,,,98,,,51,59,96
78,Kammeon Holsey (college),https://www.sports-reference.com/cbb/players/kammeon-holsey-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=gatech,Georgia Tech,,,,89,82,88,81,87,63
79,Latavious Williams,https://www.basketball-reference.com/players/w/willila01.html,Latavious Williams,,,,,,,,,17,38,,,
RSCI,,,,,,,,,,,,,,,,
80,Deshawn Painter (college),https://www.sports-reference.com/cbb/players/deshawn-painter-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=olddom,Old Dominion,,,,69,,81,74,71,64
81,Andrew Fitzgerald (college),https://www.sports-reference.com/cbb/players/andrew-fitzgerald-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=oklahoma,Oklahoma,,,,85,70,98,82,,68
82,John Riek (college),https://www.sports-reference.com/cbb/players/john-riek-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=missst,Mississippi State,,,,,,57,,9,
T82,Anthony Marshall (college),https://www.basketball-reference.com/players/m/marshan01.html,Anthony Marshall,https://www.sports-reference.com/cbb/players/anthony-marshall-2.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=unlv,UNLV,,,,79,66,74,,,85
84,MoMo Jones (college),https://www.sports-reference.com/cbb/players/lamont-jones-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=iona,Iona College,,,,,68,,95,57,
85,DaShonte Riley (college),https://www.sports-reference.com/cbb/players/dashonte-riley-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=emichigan,Eastern Michigan,,,,92,,100,73,80,58
86,Devin Booker (college),https://www.basketball-reference.com/players/b/bookede02.html,Devin Booker,https://www.sports-reference.com/cbb/players/devin-booker-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=clemson,Clemson,,,,65,96,92,61,67,
87,Talib Zanna (college),https://www.basketball-reference.com/players/z/zannata01.html,Talib Zanna,https://www.sports-reference.com/cbb/players/talib-zanna-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=pitt,Pitt,,,,63,,65,,,
88,Derrick Nix (college),https://www.sports-reference.com/cbb/players/derrick-nix-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=michiganst,Michigan State,,,,73,69,79,93,,97
89,Keith Clanton (college),https://www.basketball-reference.com/players/c/clantke01.html,Keith Clanton,https://www.sports-reference.com/cbb/players/keith-clanton-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=cflorida,Central Florida,,,,68,,,70,79,
T89,Donnavan Kirk (college),https://www.sports-reference.com/cbb/players/donnavan-kirk-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=miamifl,Miami (FL),,,,75,,91,65,68,88
91,Glen Rice (college),https://www.basketball-reference.com/players/r/ricegl02.html,Glen Rice,https://www.sports-reference.com/cbb/players/glen-rice-jr-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=gatech,Georgia Tech,2014,2015,-0.2,,45,,88,53,
92,Cory Jefferson (college),https://www.basketball-reference.com/players/j/jeffeco01.html,Cory Jefferson,https://www.sports-reference.com/cbb/players/cory-jefferson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=baylor,Baylor,2015,2016,0.9,,51,82,,99,89
93,Tony Mitchell (college),https://www.basketball-reference.com/players/m/mitchto03.html,Tony Mitchell,https://www.sports-reference.com/cbb/players/tony-mitchell-3.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=alabama,Alabama,2014,2014,0.1,,,,53,54,
94,Clarence Trent (college),https://www.sports-reference.com/cbb/players/clarence-trent-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=seattle,Seattle University,,,,,,83,91,72,66
95,Cadarian Raines (college),https://www.sports-reference.com/cbb/players/cadarian-raines-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=vatech,Virginia Tech,,,,60,,93,68,94,
T95,Rashanti Harris,,,,,,,,,,,54,86,84,91,
97,Chris Colvin (college),https://www.sports-reference.com/cbb/players/chris-colvin-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=arizonast,Arizona State,,,,100,99,96,72,77,77
98,Aaron Dotson (college),https://www.sports-reference.com/cbb/players/aaron-dotson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=utah,Utah,,,,,89,85,,,45
99,Khris Middleton (college),https://www.basketball-reference.com/players/m/middlkh01.html,Khris Middleton,https://www.sports-reference.com/cbb/players/khris-middleton-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=texasam,Texas A&M,2013,2020,38.9,,,,71,82,82
RSCI,,,,,,,,,,,,,,,,
100,Derrick Williams (college),https://www.basketball-reference.com/players/w/willide02.html,Derrick Williams,https://www.sports-reference.com/cbb/players/derrick-williams-2.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=arizona,Arizona,2012,2018,14.1,94,,,,,72
